date,temperature,rainfall,year,month,temp_ma,z_score,anomaly
2015-04-09,34.426739591247376,34,2015,4,34.80710381954883,1.214956815476273,0
2015-04-10,34.84898869636487,48,2015,4,34.928190926408355,1.2728106933952632,0
2015-04-11,32.710047597075274,17,2015,4,34.88337206277981,0.9797466330231815,0
2015-04-12,34.41076333127336,1,2015,4,34.9637987692014,1.2127678502826544,0
2015-04-13,35.30515323119247,88,2015,4,35.20014647809194,1.3353114470713319,0
2015-04-14,33.40997117159887,87,2015,4,35.18750564340207,1.0756456948384663,0
2015-04-15,35.61453946997976,19,2015,4,35.2582764245459,1.3777015752484771,0
2015-04-16,34.798680235771656,35,2015,4,35.26761570220568,1.2659177491541092,0
2015-04-17,35.97388199032236,44,2015,4,35.31264821129864,1.4269363943423345,0
2015-04-18,38.66635369602815,84,2015,4,35.49372031453321,1.795841686205283,0
2015-04-19,37.69788839748391,54,2015,4,35.615966696612,1.6631487509883653,0
2015-04-20,31.805080602640917,67,2015,4,35.38860128330857,0.8557538302387866,0
2015-04-21,32.171273074697645,98,2015,4,35.2734044154686,0.9059271860054685,0
2015-04-22,36.1352686386107,4,2015,4,35.31019465541469,1.4490485630471808,0
2015-04-23,34.48561776558495,56,2015,4,35.261472788458654,1.2230239272094552,0
2015-04-24,31.557753614609805,95,2015,4,35.21557196616975,0.821866664586554,0
2015-04-25,34.11998756094738,14,2015,4,35.23334928565808,1.1729276097365946,0
2015-04-26,36.4037380706601,37,2015,4,35.28106139943294,1.4858325314642238,0
2015-04-27,35.92384046818424,16,2015,4,35.177136935534826,1.420080024304904,0
2015-04-28,33.60250050681105,78,2015,4,35.04961960809782,1.1020248357772975,0
2015-04-29,34.32350093343322,36,2015,4,34.9839413557815,1.200811713371111,0
2015-04-30,35.37145387372795,95,2015,4,34.91864342675158,1.3443955380325927,0
2015-05-01,34.68321667663614,95,2015,5,34.928010476590586,1.2500976690796721,0
2015-05-02,34.85812271012896,49,2015,5,34.935465233561494,1.2740621776750725,0
2015-05-03,30.50135443524045,28,2015,5,34.69113730542605,0.677125590144372,0
2015-05-04,33.67342660835545,70,2015,5,34.53485949046395,1.1117426776158914,0
2015-05-05,32.017056988406665,79,2015,5,34.53023974619205,0.8847974819485702,0
2015-05-06,37.2309598947525,80,2015,5,34.59419314314073,1.599173187117359,0
2015-05-07,35.13171666127124,35,2015,5,34.58435550914078,1.3115482749975411,0
2015-05-08,34.22928224690604,10,2015,5,34.53627195799812,1.1879024701732726,0
2015-05-09,32.73431909690272,84,2015,5,34.47985794151996,0.9830721590477715,0
2015-05-10,32.12661018700917,39,2015,5,34.389111991208104,0.8998077621380821,0
2015-05-11,33.257867554207515,70,2015,5,34.407372656445844,1.054805427790067,0
2015-05-12,33.59316339355684,70,2015,5,34.38011932518862,1.100745524101375,0
2015-05-13,32.5144008539915,86,2015,5,34.2870942459486,0.9529403647506486,0
2015-05-14,31.760405008324835,0,2015,5,34.23210870717279,0.8496326653903691,0
2015-05-15,33.70835905339219,58,2015,5,34.16856935995322,1.116528898323228,0
2015-05-16,30.385588436107643,79,2015,5,34.02146629996441,0.6612640716714417,0
2015-05-17,28.72955225890328,51,2015,5,33.77998864225044,0.43436456220118963,0
2015-05-18,34.04043814181747,77,2015,5,33.62579145711008,1.162028255949716,0
2015-05-19,34.19877155335267,35,2015,5,33.50915422897238,1.1837220896380216,0
2015-05-20,30.87629342473446,66,2015,5,33.47819465637549,0.7284973379168629,0
2015-05-21,31.777976438529432,92,2015,5,33.46508476850322,0.8520401906298505,0
2015-05-22,32.38321852572314,42,2015,5,33.340016431406966,0.9349665992345438,0
2015-05-23,33.95445974410109,51,2015,5,33.32231116402417,1.1502480445416425,0
2015-05-24,28.324601332255103,45,2015,5,33.214539421279014,0.37888077031259226,0
2015-05-25,31.834974154573384,96,2015,5,33.13837230773321,0.8598496539672578,0
2015-05-26,28.63510066810896,75,2015,5,32.879417727648175,0.42142340794688193,0
2015-05-27,30.99622898930889,2,2015,5,32.715164011685665,0.7449301436396919,0
2015-05-28,30.123437719501737,43,2015,5,32.599195252108686,0.6253458533233563,0
2015-05-29,27.978039352552308,49,2015,5,32.387679866079324,0.3313970593417663,0
2015-05-30,30.074834936929538,3,2015,5,32.21112590151938,0.6186866102003358,0
2015-05-31,31.58941816739869,62,2015,5,32.107999284544796,0.8262051395512265,0
2015-06-01,30.68140559443625,67,2015,6,31.968775380688374,0.7017950510314184,0
2015-06-02,30.10193535039156,33,2015,6,31.95546141119341,0.6223997359192162,0
2015-06-03,31.82473140006644,48,2015,6,31.893838237583775,0.8584462571059808,0
2015-06-04,27.27499369801839,42,2015,6,31.735769461237503,0.2350702300461445,0
2015-06-05,30.11486267400392,0,2015,6,31.49856622054588,0.6241709553084926,0
2015-06-06,31.90515044774249,19,2015,6,31.391014013428258,0.8694647618469605,0
2015-06-07,27.389292083241223,54,2015,6,31.163014341306095,0.25073066542629663,0
2015-06-08,28.726995042012543,0,2015,6,31.029436872809754,0.4340141886609832,0
2015-06-09,27.63981808070243,81,2015,6,30.879877135932865,0.28505613893705956,0
2015-06-10,31.28701740098929,1,2015,6,30.81418213082559,0.7847721162234672,0
2015-06-11,29.487384039804684,93,2015,6,30.67732281903385,0.5381978369293882,0
2015-06-12,26.636096439638557,97,2015,6,30.48137933855542,0.14753260464656173,0
2015-06-13,28.06655771493995,42,2015,6,30.35825109544259,0.3435252805010239,0
2015-06-14,31.332098823807147,22,2015,6,30.27904242112309,0.7909488851035175,0
2015-06-15,26.37571561297424,20,2015,6,30.145379993685307,0.1118568853242166,0
2015-06-16,25.462774248481267,11,2015,6,30.036487393337907,-0.013228514759404423,0
2015-06-17,24.60422549949478,25,2015,6,29.72194697192715,-0.1308613857575435,0
2015-06-18,29.21236188504084,8,2015,6,29.55573331631676,0.5005160562603734,0
2015-06-19,25.69857654826937,23,2015,6,29.38314275376792,0.019079611651335794,0
2015-06-20,27.557698842842992,35,2015,6,29.242466833911706,0.2738046849864385,0
2015-06-21,26.15100726946501,33,2015,6,29.034726458703105,0.0810687820098374,0
2015-06-22,28.64048659867038,12,2015,6,28.85759402052208,0.42216135378360237,0
2015-06-23,26.330395906345466,89,2015,6,28.79112050632509,0.10564746831693607,0
2015-06-24,26.760589440865868,30,2015,6,28.621974349201505,0.1645898412575651,0
2015-06-25,23.714526606125595,85,2015,6,28.457955213802062,-0.25276225076309244,0
2015-06-26,24.147929947865677,51,2015,6,28.229678579087288,-0.1933800905197072,0
2015-06-27,25.298084241296586,39,2015,6,28.06883346314712,-0.035793288620769845,0
2015-06-28,24.875976046081515,95,2015,6,27.965431352931425,-0.09362785996410689,0
2015-06-29,24.91615803525225,72,2015,6,27.793475456208846,-0.08812238021802446,0
2015-06-30,26.32121597560193,91,2015,6,27.61786871648229,0.10438969278560963,0
2015-07-01,24.43682409274046,19,2015,7,27.409715999759094,-0.15379765828590541,0
2015-07-02,27.81378179338997,80,2015,7,27.333444214525706,0.30889153674887676,0
2015-07-03,28.54565531832102,99,2015,7,27.224141678467525,0.40916817688934554,0
2015-07-04,25.57902919636853,11,2015,7,27.16760952841253,0.0026999963517719758,0
2015-07-05,24.428857418277676,29,2015,7,26.978076019888324,-0.1548892011836977,0
2015-07-06,26.034420421589623,2,2015,7,26.78238501901656,0.06509479608021515,0
2015-07-07,24.848645513922587,73,2015,7,26.697696800039274,-0.09737251507839934,0
2015-07-08,27.807515977458337,28,2015,7,26.66704749788747,0.3080330346334708,0
2015-07-09,21.13981372714912,29,2015,7,26.450380686102356,-0.6055329796325071,0
2015-07-10,21.036467338702387,72,2015,7,26.10869568402613,-0.619692842301493,0
2015-07-11,24.63235802462465,66,2015,7,25.946861483520127,-0.12700684668406576,0
2015-07-12,21.964512886043227,10,2015,7,25.791142031733614,-0.4925379634671628,0
2015-07-13,22.791909152660654,99,2015,7,25.61532041299097,-0.37917340681240524,0
2015-07-14,19.625199101656065,70,2015,7,25.225090422252602,-0.8130558105292345,0
2015-07-15,22.92564262610746,26,2015,7,25.110087989357044,-0.3608500996633678,0
2015-07-16,23.052018488001487,3,2015,7,25.02972946400772,-0.34353488549875827,0
2015-07-17,19.247040828567,91,2015,7,24.851156641643456,-0.8648686439969652,0
2015-07-18,20.604178389322808,32,2015,7,24.56421719178619,-0.6789223156148244,0
2015-07-19,20.93744172576485,54,2015,7,24.405512697702704,-0.6332606998820256,0
2015-07-20,20.85186134676765,99,2015,7,24.18198478116686,-0.6449863773050416,0
2015-07-21,19.958692867736275,55,2015,7,23.975574301109237,-0.767362622797836,0
2015-07-22,17.144087710343808,35,2015,7,23.592361004831684,-1.1530018608505335,0
2015-07-23,22.20491239389373,83,2015,7,23.45484488774996,-0.4595999569435061,0
2015-07-24,20.386440032965652,90,2015,7,23.24237324081995,-0.7087554357666439,0
2015-07-25,19.66322297818085,52,2015,7,23.107329786555127,-0.8078460216065094,0
2015-07-26,16.780832658614692,14,2015,7,22.86175987691343,-1.2027727500282497,0
2015-07-27,17.660275109402388,35,2015,7,22.607166239183623,-1.0822771573366055,0
2015-07-28,18.313502287943617,56,2015,7,22.388417113912357,-0.9927761377188735,0
2015-07-29,19.997748629272,13,2015,7,22.224470133713016,-0.7620114515755967,0
2015-07-30,23.024207723809447,22,2015,7,22.11456985865327,-0.3473453389417618,0
2015-07-31,19.180615999046832,63,2015,7,21.939362922196814,-0.8739697502664031,0
2015-08-01,18.18763121702163,4,2015,8,21.61849123631787,-1.0100221886456764,0
2015-08-02,18.32272228596469,48,2015,8,21.27772680190599,-0.9915128724248568,0
2015-08-03,21.23254033262298,64,2015,8,21.13284383978114,-0.592828171859299,0
2015-08-04,19.623496863375397,2,2015,8,20.972665154617733,-0.8132890403560956,0
2015-08-05,20.57550292362925,23,2015,8,20.79070123801905,-0.6828512449397156,0
2015-08-06,17.484497371634617,94,2015,8,20.54522963327612,-1.1063611012892236,0
2015-08-07,17.21885599107132,16,2015,8,20.19227430039655,-1.1427575881380583,0
2015-08-08,20.04789734727593,24,2015,8,20.155877087734112,-0.7551403942446735,0
2015-08-09,13.804227882800472,53,2015,8,19.914802439204045,-1.610608142041977,0
2015-08-10,19.52685506518959,26,2015,8,19.744619007222877,-0.8265302828509912,0
2015-08-11,18.6426984542639,13,2015,8,19.633891859496902,-0.9476717796826528,0
2015-08-12,19.79804814183576,78,2015,8,19.534096492469406,-0.7893731380314725,0
2015-08-13,17.689692084797827,18,2015,8,19.469579591907465,-1.0782466310840986,0
2015-08-14,17.109830747571465,96,2015,8,19.275719195956263,-1.157695531288402,0
2015-08-15,16.801517671874485,3,2015,8,19.067369168752027,-1.199938621507002,0
2015-08-16,17.690901169960185,16,2015,8,19.01549784679847,-1.07808096995059,0
2015-08-17,18.86603051796404,80,2015,8,18.957559584419844,-0.9170722454453716,0
2015-08-18,15.949318017586386,83,2015,8,18.79128879414723,-1.316701580064535,0
2015-08-19,21.434770307034903,11,2015,8,18.810719092822804,-0.5651199112392264,0
2015-08-20,17.5950283219564,25,2015,8,18.73193027463014,-1.0912168557983848,0
2015-08-21,14.889482529326656,79,2015,8,18.656776768596234,-1.461913475623035,0
2015-08-22,15.001934357953614,77,2015,8,18.416677500731566,-1.446506043644367,0
2015-08-23,20.016061067232982,11,2015,8,18.40433153520714,-0.7595023981818685,0
2015-08-24,17.630299625052483,17,2015,8,18.336567423436197,-1.0863842069220853,0
2015-08-25,17.350846955223975,28,2015,8,18.35556789998984,-1.124673028493171,0
2015-08-26,12.402147801217737,55,2015,8,18.180296989717018,-1.8027122078397346,0
2015-08-27,19.625521167677952,79,2015,8,18.224030952374832,-0.8130116830980895,0
2015-08-28,17.76827414853645,57,2015,8,18.149715136350313,-1.0674798181600273,0
2015-08-29,16.300710937130486,73,2015,8,17.925598576794346,-1.2685559645439406,0
2015-08-30,14.391114285078642,86,2015,8,17.76594851966207,-1.5301967122527567,0
2015-08-31,16.17174045934567,18,2015,8,17.698752161072875,-1.2862266764210928,0
2015-09-01,18.061444109553744,98,2015,9,17.690042888525845,-1.0273115408832996,0
2015-09-02,19.926613359634946,12,2015,9,17.64651198942624,-0.7717579522914986,0
2015-09-03,14.178010258567562,86,2015,9,17.46499576926598,-1.5593948661017427,0
2015-09-04,14.302967592150624,86,2015,9,17.255911258216695,-1.542274009634361,0
2015-09-05,13.569487141830336,92,2015,9,17.12541091722322,-1.6427708204375195,0
2015-09-06,17.214683026170103,15,2015,9,17.125271818393177,-1.143329341160218,0
2015-09-07,16.42085326261908,88,2015,9,17.004370348904615,-1.2520948297600396,0
2015-09-08,14.100158901224328,23,2015,9,17.01423471618541,-1.5700615622983158,0
2015-09-09,16.842511632576574,29,2015,9,16.924756601764976,-1.194321890603062,0
2015-09-10,13.348835439670037,20,2015,9,16.748294501278515,-1.6730031086405868,0
2015-09-11,17.830944311142943,92,2015,9,16.68272437358875,-1.0588931523917469,0
2015-09-12,12.578706206316369,15,2015,9,16.51235817763937,-1.7785213018310515,0
2015-09-13,17.254535887577898,63,2015,9,16.51718168230625,-1.1378689563999769,0
2015-09-14,17.723358670827288,1,2015,9,16.54790971560468,-1.0736338503002159,0
2015-09-15,14.605530837154877,67,2015,9,16.445064037844503,-1.500818724526347,0
2015-09-16,19.22539152947205,64,2015,9,16.457042738228104,-0.8678348928100263,0
2015-09-17,16.220831622550314,4,2015,9,16.466093191726902,-1.2795005185002786,0
2015-09-18,18.06549043597656,44,2015,9,16.35378386269162,-1.0267571390573422,0
2015-09-19,15.644740309955711,2,2015,9,16.2887742622916,-1.3584328739868932,0
2015-09-20,14.151233261185284,71,2015,9,16.264165953353555,-1.5630636794131654,0
2015-09-21,15.39338148659634,23,2015,9,16.27721419097498,-1.3928724559877779,0
2015-09-22,13.393011138353454,24,2015,9,16.056445860012328,-1.6669504363018133,0
2015-09-23,13.001156865925855,88,2015,9,15.902141101374774,-1.720639808201732,0
2015-09-24,12.511260037944933,42,2015,9,15.740821537465472,-1.7877623454325031,0
2015-09-25,15.37155296146794,18,2015,9,15.839801709473813,-1.3958632612082618,0
2015-09-26,15.411075126093312,94,2015,9,15.699320174754323,-1.3904481864108995,0
2015-09-27,13.661245536496631,3,2015,9,15.562419221019661,-1.630198670730798,0
2015-09-28,13.207750858808048,9,2015,9,15.459320551742248,-1.6923336176186228,0
2015-09-29,17.419191202242406,65,2015,9,15.560256448981042,-1.115308935886345,0
2015-09-30,16.24893602257332,42,2015,9,15.562829634421963,-1.2756498329494708,0
2015-10-01,14.852474980272865,61,2015,10,15.455863996779268,-1.4669840138410932,0
2015-10-02,12.463735900488212,68,2015,10,15.207101414807708,-1.794273799484872,0
2015-10-03,16.227439390848982,8,2015,10,15.275415719217088,-1.2785951642536149,0
2015-10-04,16.997037632504185,96,2015,10,15.365218053895543,-1.1731497241572995,0
2015-10-05,13.457615673693445,81,2015,10,15.361489004957644,-1.6580987351252463,0
2015-10-06,13.229013463313407,28,2015,10,15.228633352862422,-1.6894203512306443,0
2015-10-07,13.864061208867554,26,2015,10,15.143406951070705,-1.6024101615138506,0
2015-10-08,13.665445043655447,21,2015,10,15.128916489151742,-1.629623281057874,0
2015-10-09,19.03562444047242,13,2015,10,15.202020249414936,-0.893835568399313,0
2015-10-10,15.359419485808196,73,2015,10,15.26903971761954,-1.3975257126167888,0
2015-10-11,15.663783425671182,35,2015,10,15.196801021437151,-1.35582370778986,0
2015-10-12,17.092467101663306,64,2015,10,15.347259717948713,-1.1600745872495026,0
2015-10-13,15.204606169270056,81,2015,10,15.278928727338451,-1.4187372453510958,0
2015-10-14,13.83722432464824,74,2015,10,15.149390915799152,-1.6060871801375332,0
2015-10-15,14.82321064277702,96,2015,10,15.156646909319887,-1.4709936266226136,0
2015-10-16,14.00554769955676,64,2015,10,14.982652114989378,-1.5830245854159641,0
2015-10-17,18.47569283161629,70,2015,10,15.057814155291577,-0.9705538243982984,0
2015-10-18,13.33306172432566,75,2015,10,14.90006653156988,-1.675164322461534,0
2015-10-19,17.926422829752635,20,2015,10,14.976122615563112,-1.0458112950412284,0
2015-10-20,15.66147540187766,92,2015,10,15.02646402025286,-1.3561399384820423,0
2015-10-21,17.3752270088196,49,2015,10,15.0925255376603,-1.1213326291239711,0
2015-10-22,15.419895924240548,31,2015,10,15.160088363856536,-1.389239616936214,0
2015-10-23,16.61392143681795,59,2015,10,15.28051384955294,-1.2256418605417017,0
2015-10-24,16.459002165448815,67,2015,10,15.41210525380307,-1.2468679105308305,0
2015-10-25,16.764176120529967,89,2015,10,15.458526025771805,-1.2050549225875937,0
2015-10-26,14.338401583857149,65,2015,10,15.4227702410306,-1.5374190702028105,0
2015-10-27,13.664374359758018,96,2015,10,15.422874535139309,-1.6297699793332308,0
2015-10-28,21.94570683873267,57,2015,10,15.714139734470132,-0.49511464806414035,0
2015-10-29,15.336079121785232,41,2015,10,15.64470266512156,-1.40072366035523,0
2015-10-30,20.614240264029043,10,2015,10,15.790212806503416,-0.6775437017496068,0
2015-10-31,13.919188339975944,85,2015,10,15.759103251826852,-1.594856993787701,0
2015-11-01,16.352415754712197,82,2015,11,15.88872591363432,-1.2614717003786828,0
2015-11-02,13.54081602542624,7,2015,11,15.79917180145356,-1.6466991538505227,0
2015-11-03,17.002739466521646,53,2015,11,15.799361862587476,-1.172368495244881,0
2015-11-04,21.151943963881497,94,2015,11,16.055839472260413,-0.6038709720011398,0
2015-11-05,15.67318600795673,58,2015,11,16.137311890415187,-1.3545354259650355,0
2015-11-06,14.079400934454736,13,2015,11,16.144489881268093,-1.5729056864439437,0
2015-11-07,16.917843448422445,32,2015,11,16.252903161426996,-1.1840004059047102,0
2015-11-08,12.40695808758035,97,2015,11,16.03194761633059,-1.8020531330978224,0
2015-11-09,16.64903063559024,34,2015,11,16.074934654656662,-1.2208314221654253,0
2015-11-10,20.1156375466804,15,2015,11,16.223329792023634,-0.7458590643873523,0
2015-11-11,17.52039983926646,55,2015,11,16.237594216610407,-1.1014419742758337,0
2015-11-12,18.781846150112557,24,2015,11,16.356835549305156,-0.9286066503294552,0
2015-11-13,17.979419533600876,2,2015,11,16.49490872293691,-1.0385500248635409,0
2015-11-14,14.595743201319632,98,2015,11,16.48732647488833,-1.50215976393144,0
2015-11-15,17.129293827695697,47,2015,11,16.591451345826297,-1.1550288242479656,0
2015-11-16,20.147202354434235,11,2015,11,16.647168329920227,-0.7415342558508875,0
2015-11-17,18.918899069364954,56,2015,11,16.833362908088205,-0.9098285338982479,0
2015-11-18,19.215962785782253,34,2015,11,16.87634757328919,-0.8691267591035194,0
2015-11-19,20.280254946283453,94,2015,11,17.030306891436048,-0.7233042387534967,0
2015-11-20,19.833799869219483,35,2015,11,17.112259320116046,-0.7844746644849735,0
2015-11-21,18.08900112089922,62,2015,11,17.201229493338005,-1.0235358550360796,0
2015-11-22,16.511787733796076,25,2015,11,17.19782503657061,-1.239635568792185,0
2015-11-23,20.78742173730441,29,2015,11,17.34210568896579,-0.6538154813904044,0
2015-11-24,17.927212534747113,94,2015,11,17.380873569439697,-1.045703094702166,0
2015-11-25,17.293632835824532,31,2015,11,17.479381277838613,-1.1325121420374302,0
2015-11-26,20.705255353309298,7,2015,11,17.714077310956988,-0.6650733950036857,0
2015-11-27,18.80207625559865,67,2015,11,17.60928962485252,-0.9258348503684938,0
2015-11-28,18.78385721170893,76,2015,11,17.72421556118331,-0.9283311075025455,0
2015-11-29,19.234461396649905,75,2015,11,17.67822293227067,-0.8665921974861294,0
2015-11-30,19.00954828110468,1,2015,11,17.847901596974964,-0.897408357358185,0
2015-12-01,21.47616118526329,76,2015,12,18.01869311132667,-0.5594487972286506,0
2015-12-02,18.93194053900957,32,2015,12,18.198397261779448,-0.9080416749480226,0
2015-12-03,18.247836867439016,18,2015,12,18.23990050847669,-1.0017731946109543,0
2015-12-04,25.96202369064467,44,2015,12,18.400236499368795,0.05517545798556658,0
2015-12-05,18.874884551183,26,2015,12,18.506959784143007,-0.915859122313239,0
2015-12-06,18.837167136182853,99,2015,12,18.665551990867275,-0.9210269218334565,0
2015-12-07,21.98721548194808,57,2015,12,18.834531058651464,-0.4894273986465267,0
2015-12-08,19.1615682688722,63,2015,12,19.05968473136119,-0.8765795487071845,0
