date,temperature,rainfall,year,month,rolling_mean,anomaly,index
2015-07-09,25.214824510356294,9,2015,7,26.21340329753639,0,189
2015-07-10,25.274110208535543,64,2015,7,26.241917799099287,0,190
2015-07-11,21.355009816040035,4,2015,7,26.069091874574973,0,191
2015-07-12,26.05718576706675,62,2015,7,25.847750537145995,0,192
2015-07-13,27.520306665941703,96,2015,7,25.861185839214023,0,193
2015-07-14,25.491334305432865,97,2015,7,25.70626592549734,0,194
2015-07-15,22.861332366235878,62,2015,7,25.553668603264196,0,195
2015-07-16,23.043278975873715,43,2015,7,25.37611121261388,0,196
2015-07-17,25.11737189081451,81,2015,7,25.307291329619133,0,197
2015-07-18,25.169854768892577,97,2015,7,25.311805900175948,0,198
2015-07-19,20.50020715245258,40,2015,7,25.074526156346636,0,199
2015-07-20,23.93763606490729,49,2015,7,24.923074971570415,0,200
2015-07-21,26.404439924087058,53,2015,7,24.901799266051928,0,201
2015-07-22,22.55624507492978,72,2015,7,24.743381844808805,0,202
2015-07-23,19.950111508984723,49,2015,7,24.459200413243476,0,203
2015-07-24,23.227834426042712,4,2015,7,24.287620608171817,0,204
2015-07-25,22.108273452345045,43,2015,7,24.127419077021855,0,205
2015-07-26,18.343509695576476,94,2015,7,23.73952521977288,0,206
2015-07-27,21.844838721174,5,2015,7,23.534576383231343,0,207
2015-07-28,20.90872478740531,61,2015,7,23.367609785415667,0,208
2015-07-29,21.41190407951704,42,2015,7,23.25187204665905,0,209
2015-07-30,20.805671659065382,99,2015,7,23.073757510754337,0,210
2015-07-31,22.461019632463152,56,2015,7,23.08377636068251,0,211
2015-08-01,22.032383478700563,22,2015,8,22.979074572380682,0,212
2015-08-02,20.869868927150808,37,2015,8,22.913977011825168,0,213
2015-08-03,22.835310601286924,70,2015,8,22.89538625352019,0,214
2015-08-04,17.69409085251348,81,2015,8,22.685730865701647,0,215
2015-08-05,19.794362531883134,9,2015,8,22.621691775596876,0,216
2015-08-06,19.448620913552503,41,2015,8,22.56990296027122,0,217
2015-08-07,23.618988617261387,27,2015,8,22.595288379216306,0,218
2015-08-08,14.05115963532005,28,2015,8,22.223166216715097,0,219
2015-08-09,17.01848342316703,65,2015,8,21.947978657202817,0,220
2015-08-10,20.11384114900736,52,2015,8,21.906606368301727,0,221
2015-08-11,20.519146750353713,93,2015,8,21.722005067744625,0,222
2015-08-12,16.272002329764028,81,2015,8,21.347061589872038,0,223
2015-08-13,18.075760971954104,79,2015,8,21.09987581208941,0,224
2015-08-14,18.938667332944657,17,2015,8,20.9691203109797,0,225
2015-08-15,18.86357912040668,76,2015,8,20.829796982464135,0,226
2015-08-16,20.438281564125287,79,2015,8,20.673827304907828,0,227
2015-08-17,17.683183526646673,20,2015,8,20.424271596832963,0,228
2015-08-18,16.738874532085678,88,2015,8,20.298893842820736,0,229
2015-08-19,13.333856149874821,21,2015,8,19.94543451231965,0,230
2015-08-20,14.761960933755152,0,2015,8,19.55735187930859,0,231
2015-08-21,15.426127903361461,69,2015,8,19.319681306922977,0,232
2015-08-22,17.990651601802412,96,2015,8,19.254365976683566,0,233
2015-08-23,15.775265005624064,67,2015,8,19.005946996002944,0,234
2015-08-24,13.160064615623687,20,2015,8,18.707673368112236,0,235
2015-08-25,19.20532491938578,51,2015,8,18.736400542239213,0,236
2015-08-26,16.788818784192618,84,2015,8,18.567866544339832,0,237
2015-08-27,18.82813977787582,50,2015,8,18.498513710688847,0,238
2015-08-28,13.830824368958806,30,2015,8,18.24581105367024,0,239
2015-08-29,17.192341477681165,20,2015,8,18.125366714290767,0,240
2015-08-30,21.038527675762182,5,2015,8,18.077950315734068,0,241
2015-08-31,17.21170446989901,4,2015,8,17.91726101544068,0,242
2015-09-01,16.05490865680076,8,2015,9,17.756762339762346,0,243
2015-09-02,17.231202081820836,36,2015,9,17.569958722446813,0,244
2015-09-03,17.691757161481874,94,2015,9,17.56988093274576,0,245
2015-09-04,15.567397207567584,19,2015,9,17.428982088601906,0,246
2015-09-05,17.006919750161686,85,2015,9,17.34759204982221,0,247
2015-09-06,16.344740407148848,14,2015,9,17.10511710948513,0,248
2015-09-07,12.059568714048762,86,2015,9,17.038730745442752,1,249
2015-09-08,19.79386092773669,55,2015,9,17.131243328928406,0,250
2015-09-09,15.731828018417257,89,2015,9,16.985176224575405,0,251
2015-09-10,16.737082715602682,65,2015,9,16.859107423417036,0,252
2015-09-11,19.82350540644542,15,2015,9,16.977490859306418,0,253
2015-09-12,12.430986772376306,39,2015,9,16.78933171932049,0,254
2015-09-13,16.152183134197315,16,2015,9,16.696448912695576,0,255
2015-09-14,13.63894741935897,45,2015,9,16.522294522660655,0,256
2015-09-15,14.665452143096033,10,2015,9,16.32986687529301,0,257
2015-09-16,13.84625459934316,90,2015,9,16.201969244382894,0,258
2015-09-17,11.58006417710161,51,2015,9,16.03000889921676,1,259
2015-09-18,12.131846100718159,67,2015,9,15.989941897578204,1,260
2015-09-19,17.491730058278666,72,2015,9,16.080934201728986,0,261
2015-09-20,18.355069198056007,50,2015,9,16.178565578218805,0,262
2015-09-21,15.19035786118184,66,2015,9,16.085222453531454,0,263
2015-09-22,15.50306656486323,70,2015,9,16.07614917217276,0,264
2015-09-23,17.125674142533033,85,2015,9,16.20833615640307,0,265
2015-09-24,16.25305727368102,59,2015,9,16.109927234879578,0,266
2015-09-25,17.032080894628205,61,2015,9,16.1180359718941,0,267
2015-09-26,16.27109986769041,51,2015,9,16.03280130822125,0,268
2015-09-27,15.706861770656714,14,2015,9,16.095335888277848,0,269
2015-09-28,14.281865615356917,6,2015,9,15.998320026200373,0,270
2015-09-29,17.97112707983851,68,2015,9,15.896073339669583,0,271
2015-09-30,20.171852037181342,4,2015,9,15.994744925245662,0,272
2015-10-01,11.87753190642437,97,2015,10,15.855499033566447,1,273
2015-10-02,14.147594789270496,9,2015,10,15.75271212381477,0,274
2015-10-03,15.208171682638627,68,2015,10,15.669925941186664,0,275
2015-10-04,17.125689431533335,69,2015,10,15.721869015318854,0,276
2015-10-05,16.33380646970811,17,2015,10,15.699431905970402,0,277
2015-10-06,15.2925364450772,80,2015,10,15.664358440568012,0,278
2015-10-07,15.866269733651526,77,2015,10,15.791248474554774,0,279
2015-10-08,16.197586494888952,73,2015,10,15.671372660126513,0,280
2015-10-09,18.28112625789609,29,2015,10,15.756349268109142,0,281
2015-10-10,14.761335452186064,10,2015,10,15.690491025995254,0,282
2015-10-11,14.111694261109335,40,2015,10,15.500097321150719,0,283
2015-10-12,12.336315694966673,12,2015,10,15.496941618570396,0,284
2015-10-13,17.765715590741294,59,2015,10,15.55072603378853,0,285
2015-10-14,11.394237434459356,63,2015,10,15.475902367625208,1,286
2015-10-15,14.043972883979679,22,2015,10,15.45518639232133,0,287
2015-10-16,14.513886394212367,0,2015,10,15.477440785483639,0,288
2015-10-17,18.334566238664983,11,2015,10,15.702590854202416,0,289
2015-10-18,16.600523089035647,12,2015,10,15.851546753813002,0,290
2015-10-19,17.043082098116866,76,2015,10,15.836591821807607,0,291
2015-10-20,12.866945631991516,17,2015,10,15.653654369605457,0,292
2015-10-21,15.191943408337481,31,2015,10,15.653707221177312,0,293
2015-10-22,16.254286372329783,68,2015,10,15.678747881426197,0,294
2015-10-23,19.520849358189125,60,2015,10,15.7585870552814,0,295
2015-10-24,15.454915743941424,8,2015,10,15.731982337623414,0,296
2015-10-25,13.911595175885791,27,2015,10,15.627966146998666,0,297
2015-10-26,15.668547489136161,90,2015,10,15.607881067713524,0,298
2015-10-27,13.650749349981423,18,2015,10,15.539343987024349,0,299
2015-10-28,14.657602446505303,94,2015,10,15.551868548062629,0,300
2015-10-29,16.649044353638107,33,2015,10,15.50779912385595,0,301
2015-10-30,14.450588667976092,54,2015,10,15.31709034488244,0,302
2015-10-31,14.71934018165274,37,2015,10,15.411817287390052,0,303
2015-11-01,16.399697810666012,87,2015,11,15.486887388103236,0,304
2015-11-02,13.134880803293946,36,2015,11,15.417777692125078,0,305
2015-11-03,14.220290413852199,22,2015,11,15.320931058202376,0,306
2015-11-04,14.977773260938083,68,2015,11,15.275729951243374,0,307
2015-11-05,16.044499476015442,58,2015,11,15.300795385607982,0,308
2015-11-06,18.142834962011573,51,2015,11,15.376680893219982,0,309
2015-11-07,17.61090545571054,74,2015,11,15.42379152524737,0,310
2015-11-08,19.69384641911043,78,2015,11,15.470882197287846,0,311
2015-11-09,16.09391487010653,16,2015,11,15.515301511218532,0,312
2015-11-10,14.409475657146357,28,2015,11,15.5252275577531,0,313
2015-11-11,18.754444512531418,40,2015,11,15.739165185005255,0,314
2015-11-12,22.85072788468945,12,2015,11,15.908665594803526,0,315
2015-11-13,18.01727204890824,27,2015,11,16.129433415285156,0,316
2015-11-14,19.8612146181648,36,2015,11,16.32334147309133,0,317
2015-11-15,18.565542172394757,99,2015,11,16.458396665697407,0,318
2015-11-16,17.955087564569617,21,2015,11,16.445747376560895,0,319
2015-11-17,16.363193850906423,96,2015,11,16.437836401956588,0,320
2015-11-18,19.74081222888404,10,2015,11,16.527760739648826,0,321
2015-11-19,17.96690160899634,32,2015,11,16.697759272215656,0,322
2015-11-20,19.086460637641608,28,2015,11,16.827576513192458,0,323
2015-11-21,13.764302554359036,39,2015,11,16.744577052593435,0,324
2015-11-22,16.07954923417258,61,2015,11,16.62986704845955,0,325
2015-11-23,19.09625485360417,0,2015,11,16.75124501878164,0,326
2015-11-24,22.043045457486794,31,2015,11,17.022293361501674,0,327
2015-11-25,20.394584723707368,47,2015,11,17.17982793598738,0,328
2015-11-26,19.34001040419369,62,2015,11,17.36946997112779,0,329
2015-11-27,20.483976515468775,61,2015,11,17.56368244009324,0,330
2015-11-28,20.1199021081978,28,2015,11,17.67937769857856,0,331
2015-11-29,17.56428580734031,26,2015,11,17.783167603224037,0,332
2015-11-30,19.589054192077466,42,2015,11,17.945491403571523,0,333
2015-12-01,19.12810454009196,0,2015,12,18.036438294552394,0,334
2015-12-02,22.395633378558372,49,2015,12,18.345130047061204,0,335
2015-12-03,20.726995266458363,43,2015,12,18.562020208814747,0,336
2015-12-04,21.57178227525026,60,2015,12,18.78182050929182,0,337
2015-12-05,22.669377902413213,76,2015,12,19.00264979017174,0,338
2015-12-06,19.869566083204273,97,2015,12,19.0602074942115,0,339
2015-12-07,22.73947758848403,82,2015,12,19.231159898637284,0,340
2015-12-08,20.48502937875781,85,2015,12,19.25753266395886,0,341
2015-12-09,19.423173229937323,78,2015,12,19.36850794261989,0,342
2015-12-10,20.47686859824146,32,2015,12,19.570754373989725,0,343
2015-12-11,22.188741211775636,26,2015,12,19.6852309306312,0,344
2015-12-12,22.282823453019567,50,2015,12,19.66630078290887,0,345
2015-12-13,19.69066006249191,62,2015,12,19.72208038336166,0,346
2015-12-14,22.08031892900242,97,2015,12,19.796050527056245,0,347
2015-12-15,22.08358562709528,91,2015,12,19.91331864221293,0,348
2015-12-16,22.666969351499365,81,2015,12,20.070381368443922,0,349
2015-12-17,23.05555926144641,70,2015,12,20.293460215461923,0,350
2015-12-18,24.502110659838213,95,2015,12,20.452170163160396,0,351
2015-12-19,19.66609251903844,16,2015,12,20.5088098601618,0,352
2015-12-20,23.67190615208349,29,2015,12,20.661658043976526,0,353
2015-12-21,20.123266315697,62,2015,12,20.873623502687792,0,354
2015-12-22,22.60559363592071,90,2015,12,21.091158316079394,0,355
2015-12-23,23.434560155347835,83,2015,12,21.235768492804187,0,356
2015-12-24,24.049251746678852,91,2015,12,21.30264203577725,0,357
2015-12-25,26.211190982514943,47,2015,12,21.496528911070836,0,358
2015-12-26,27.19161058660522,11,2015,12,21.758248917151224,0,359
2015-12-27,23.363913387584653,76,2015,12,21.854246812888416,0,360
2015-12-28,23.826504081050484,20,2015,12,21.97780021198351,0,361
2015-12-29,25.77890887026717,54,2015,12,22.25162098074774,0,362
2015-12-30,24.591711739619335,71,2015,12,22.41837623233247,0,363
2015-12-31,24.98634776837895,61,2015,12,22.613651006608695,0,364
2016-01-01,23.994563526377515,59,2016,1,22.666948678202672,0,365
2016-01-02,24.860512354695455,83,2016,1,22.80473258114391,0,366
2016-01-03,24.69442319268104,21,2016,1,22.908820611724934,0,367
2016-01-04,24.73599079655318,85,2016,1,22.977707708196267,0,368
2016-01-05,23.38900551801748,32,2016,1,23.09502235602337,0,369
2016-01-06,26.53425465066944,22,2016,1,23.221514924762882,0,370
2016-01-07,22.96806522748617,13,2016,1,23.304282786387162,0,371
2016-01-08,24.443678407096254,16,2016,1,23.471632958959127,0,372
2016-01-09,26.189081502927433,56,2016,1,23.662040055781993,0,373
2016-01-10,28.4225322742253,85,2016,1,23.869833091196988,0,374
2016-01-11,30.819800593314945,47,2016,1,24.154398995873496,0,375
2016-01-12,23.460804590302374,71,2016,1,24.28007048013384,0,376
2016-01-13,28.33700219750795,38,2016,1,24.48862658908403,0,377
2016-01-14,25.7589547869237,40,2016,1,24.611138894411642,0,378
2016-01-15,27.676662367695616,52,2016,1,24.778128661618187,0,379
2016-01-16,28.922439131644868,82,2016,1,24.973691323958132,0,380
2016-01-17,25.033949352211312,9,2016,1,24.991419280370568,0,381
2016-01-18,27.21925559318711,39,2016,1,25.24319138284219,0,382
2016-01-19,31.36257407804945,55,2016,1,25.499546980374394,0,383
2016-01-20,28.8182298279661,40,2016,1,25.789379097450027,0,384
2016-01-21,32.04114721272587,10,2016,1,26.1038975500102,0,385
2016-01-22,26.816660201090986,3,2016,1,26.21663421820164,0,386
2016-01-23,29.057877868475845,61,2016,1,26.38358842226154,0,387
2016-01-24,26.263138634026422,12,2016,1,26.385320010645255,0,388
2016-01-25,34.300262399301715,31,2016,1,26.622275071068472,0,389
2016-01-26,29.34552320951534,55,2016,1,26.821662065132827,0,390
2016-01-27,29.226200664795996,49,2016,1,27.001651951257674,0,391
2016-01-28,32.715430857884385,22,2016,1,27.232869350844915,0,392
2016-01-29,32.626950984912966,92,2016,1,27.500710659021372,0,393
2016-01-30,31.043519530151013,61,2016,1,27.702616384413776,0,394
2016-01-31,27.866366399359453,0,2016,1,27.83167648017984,0,395
2016-02-01,29.18167628709665,85,2016,2,27.975715277926543,0,396
2016-02-02,34.11904649177779,17,2016,2,28.289869387896434,0,397
2016-02-03,30.804866048224884,8,2016,2,28.492165229618823,0,398
2016-02-04,30.824377169619858,5,2016,2,28.740010951338903,0,399
2016-02-05,27.03544540038843,11,2016,2,28.75671730966287,0,400
2016-02-06,26.84815780076782,78,2016,2,28.88605372877226,0,401
2016-02-07,33.3339001270957,87,2016,2,29.182394452772243,0,402
2016-02-08,32.30849120095014,32,2016,2,29.386374776039663,0,403
2016-02-09,30.6687132101336,82,2016,2,29.461247473903274,0,404
2016-02-10,35.69761963024001,61,2016,2,29.623841441800778,0,405
2016-02-11,31.838804560271623,9,2016,2,29.903108107466423,0,406
2016-02-12,32.29444141951431,13,2016,2,30.035022748199967,0,407
2016-02-13,29.948527604691563,40,2016,2,30.174675175458894,0,408
2016-02-14,30.608426833594628,71,2016,2,30.272400657655524,0,409
2016-02-15,30.157769286003983,93,2016,2,30.313578329467497,0,410
2016-02-16,34.715140818973815,2,2016,2,30.636284711692912,0,411
2016-02-17,34.46621589558863,27,2016,2,30.8778500551063,0,412
2016-02-18,31.19880661750915,19,2016,2,30.872391139754953,0,413
2016-02-19,36.19358811272176,1,2016,2,31.118236415913476,0,414
2016-02-20,33.46063754625107,75,2016,2,31.16555276036432,0,415
